QUEUE STATISTICS FOR EXPERIMENT 9282
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 369/6973
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/84
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/67
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/63
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/1146
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/1216
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/1115
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/1090
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/76
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/64
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/64
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/2
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/74
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/75
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/78
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/87
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/67
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/63
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/62
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/3
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/60
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/88
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/79
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/78
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/64
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/2
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/2
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/5
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/29
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/33
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/31
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/24
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/70
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/66
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/64
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/3
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/73
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/82
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/67
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/83
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/67
EDGE (1 ,1) PORT 1: Recv/Dropped : 0/63
EDGE (1 ,1) PORT 2: Recv/Dropped : 0/75
EDGE (1 ,1) PORT 3: Recv/Dropped : 0/3
EDGE (1 ,1) PORT 4: Recv/Dropped : 0/68
EDGE (1 ,1) PORT 5: Recv/Dropped : 0/76
EDGE (1 ,1) PORT 6: Recv/Dropped : 0/82
EDGE (1 ,1) PORT 7: Recv/Dropped : 0/78
EDGE (1 ,2) PORT 0: Recv/Dropped : 0/63
EDGE (1 ,2) PORT 1: Recv/Dropped : 0/62
EDGE (1 ,2) PORT 2: Recv/Dropped : 0/62
EDGE (1 ,2) PORT 3: Recv/Dropped : 0/4
EDGE (1 ,2) PORT 4: Recv/Dropped : 0/79
EDGE (1 ,2) PORT 5: Recv/Dropped : 0/71
EDGE (1 ,2) PORT 6: Recv/Dropped : 0/71
EDGE (1 ,2) PORT 7: Recv/Dropped : 0/84
EDGE (1 ,3) PORT 0: Recv/Dropped : 0/65
EDGE (1 ,3) PORT 1: Recv/Dropped : 0/75
EDGE (1 ,3) PORT 2: Recv/Dropped : 0/3
EDGE (1 ,3) PORT 3: Recv/Dropped : 0/2
EDGE (1 ,3) PORT 4: Recv/Dropped : 0/55
EDGE (1 ,3) PORT 5: Recv/Dropped : 0/45
EDGE (1 ,3) PORT 6: Recv/Dropped : 0/48
EDGE (1 ,3) PORT 7: Recv/Dropped : 0/59
EDGE (2 ,0) PORT 0: Recv/Dropped : 0/65
EDGE (2 ,0) PORT 1: Recv/Dropped : 0/64
EDGE (2 ,0) PORT 2: Recv/Dropped : 0/2
EDGE (2 ,0) PORT 3: Recv/Dropped : 0/3
EDGE (2 ,0) PORT 4: Recv/Dropped : 0/48
EDGE (2 ,0) PORT 5: Recv/Dropped : 0/65
EDGE (2 ,0) PORT 6: Recv/Dropped : 0/45
EDGE (2 ,0) PORT 7: Recv/Dropped : 0/53
EDGE (2 ,1) PORT 0: Recv/Dropped : 0/63
